country_name,city_name,nominal_num_bikes,cityhall,launch_date,closed_date,timezone,operator,operator_name,system_type,system_website,technology
Hungary,Budapest,1357,,,,Europe/Budapest,BKK Centre for Budapest Transport,MOL Bubi Hungary,Dock-based,http://molbubi.bkk.hu/,nextbike
Hungary,Debrecen,20,Debrecen University,,,Europe/Budapest,Students Union Debrecen University,UNIBIKE,Dock-based,https://unibike.unideb.hu/en,Neuzer
Hungary,Gyor,170,Győr County Local Government,2015-09-07,,Europe/Budapest,Cycleme,GyorBike,Dock-based,https://www.gyorbike.hu/en,Neuzer
Ireland,Cork,239,,,,Europe/Dublin,An Rothar Nua,TFI Bikes,,https://www.bikeshare.ie/,
Ireland,Dublin,1296,Dublin City Council,,,Europe/Dublin,JC Decaux,Just Eat dublinbikes,Dock-based, http://www.dublinbikes.ie/,
Ireland,Dublin,180,,2017-09-08,,Europe/Dublin,Bleeper,Bleeper,Dock-based,https://www.bleeperactive.com/,YoBike
Ireland,Dublin,20,,2022-03-16,,Europe/Dublin,Zipp,Zipp,Dock-based,https://www.zippmobility.com/,Joyride
Ireland,Dublin (Moby),0,Dublin City Council,2020-02-29,,Europe/Dublin,Moby Bikes,Moby,Marked Hubs,https://app.mobymove.com/,Homeport
Ireland,Galway,157,,,,Europe/Dublin,An Rothar Nua,TFI Bikes,,https://www.bikeshare.ie/,
Ireland,Limerick,158,,,,Europe/Dublin,An Rothar Nua,TFI Bikes,,https://www.bikeshare.ie/,
Italy,Arezzo,24,Comune di Arezzo,2011-03-21,,Europe/Rome,Bicincitta,ARbike,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=84,Bicincitta
Italy,Bergamo,298,,,,Europe/Rome,nextbike GmbH,La BiGi,Dock-based,https://www.nextbike.it/en/,Nextbike
Italy,Brescia,-1,,,,Europe/Rome,,,,,
Italy,Cadore,33,,2020-07-18,,Europe/Rome,Bicincitta,Cime bike sharing,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=264,Bicincitta
Italy,Cagliari,50,,,,Europe/Rome,,,,,
Italy,Chivasso,33,Comune Chivasso,2010-01-02,,Europe/Rome,Bicincittà,Bicincittà,Dock-based,http://www.bicincittabip.com/frmLeStazioni.aspx?ID=201,Bicincittà
Italy,Como,50,,,,Europe/Rome,,,,,
Italy,Cremona,22,Comune di Cremona,2010-09-01,,Europe/Rome,Bicincitta, Scegli in Bici,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=178,Bicincitta
Italy,Genoa,50,,,,Europe/Rome,,,,,
Italy,Imola,25,Comune Imola,2014-09-20,,Europe/Rome,Bicincitta,Mi Muovo in Bici,Dock-based,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=196,Bicincitta
Italy,La Spezia,50,,,,Europe/Rome,,,,,
Italy,Lecce,40,Comune Lecce,2014-04-25,,Europe/Rome,Bicincitta,Lebike,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=159,Bicincitta
Italy,Lecco,14,Comune Lecco,2011-09-29,,Europe/Rome,Bicincitta, BluBike,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=49,Bicincitta
Italy,Livorno,20,Comune di Livorno,2012-11-19,,Europe/Rome,Bicincitta,PedaLIamo,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=226,Bicincitta
Italy,Manerba del Garda,8,Comune Manerba del Garda,2012-08-01,,Europe/Rome,Bicincitta,Manerba in Bici,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=102,Bicincitta
Italy,Milan,4542,Comune di Milano,,,Europe/Rome,Clear Channel,BikeMi,Dock-based,https://bikemi.com/en,Urban Sharing
Italy,Monopoli,11,,2014-11-06,,Europe/Rome,Bicincitta,MonopoliBike,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=191,Bicincitta
Italy,Montecatini Terme,50,,,,Europe/Rome,,,,,
Italy,Monteriggioni,0,,2021-01-01,2021-07-01,Europe/Rome,Bicincitta,Bicincitta,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=274,Bicincitta
Italy,Monza,34,,2016-03-31,,Europe/Rome,Bicincitta,MonzaBikeSharing,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=224,Bicincitta
Italy,Olbia,10,,2014-08-01,,Europe/Rome,Bicincitta,Olbia Bike,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=194,Bicincitta
Italy,Padua,50,,,,Europe/Rome,,,,,
Italy,Parma,-1,,,,Europe/Rome,,,,,
Italy,Pavia,12,,,,Europe/Rome,,,,,
Italy,Perugia,21,Comune Perugia,2013-06-01,,Europe/Rome,Bicincitta,Bici Perugia,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=122,Bicincitta
Italy,Pisa,137,,,,Europe/Rome,,CICLOPI,, http://www.ciclopi.eu/,
Italy,Reggio Calabria,32,Comune di Reggio Calabria,2019-06-17,,Europe/Rome,Bicincitta,Reggio in Bici,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=261,Bicincitta
Italy,Rome,21,,,,Europe/Rome,,,,,
Italy,Rome,2674,,2019-10-22,,Europe/Rome,Lime,JUMP by Lime,Dock-based,,JUMP
Italy,Rome,72,,2019-11-15,,Europe/Rome,Helbiz,Helbiz,Dock-based,https://helbiz.com/cities/rome,Helbiz
Italy,Rovereto,50,,,,Europe/Rome,,,,,
Italy,San Donato Milanese,50,,,,Europe/Rome,,,,,
Italy,Sassari,6,,2017-08-08,,Europe/Rome,Bicincitta,Ciclacitta,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=254,Bicincitta
Italy,Sestri Levante,21,,2012-05-26,,Europe/Rome,Bicincitta,TigullionBike,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=80,Bicincitta
Italy,Siena,50,,,,Europe/Rome,,,,,
Italy,Silvi and Montesilvano,20,,2021-05-22,,Europe/Rome,Bicincitta,Costa Blu,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=268,Bicincitta
Italy,Taranto,14,Comune di Taranto,2021-03-09,,Europe/Rome,Bicincitta,PisTA,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=270,Bicincitta
Italy,Terni,29,Comune di Terni,2009-01-01,,Europe/Rome,Bicincitta,Valentina,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=134,Bicincitta
Italy,Trento,50,,,,Europe/Rome,,,,,
Italy,Treviso,50,,,,Europe/Rome,,,,,
Italy,Trieste,80,Comune di Trieste,2020-02-03,,Europe/Rome,Bicincitta,BiTS,Dock-based,https://www.bicincitta.com/frmLeStazioniComune.aspx?ID=266,Bicincitta
Italy,Turin,163,,,,Europe/Rome,,ToBike,,,
Italy,Udine,50,,,,Europe/Rome,,,,,
Italy,Venice,50,,,,Europe/Rome,,,,,
Italy,Vercelli,17,Comune di Vercelli,2010-11-11,,Europe/Rome,Bicincitta,Bicincitta,Dock-based,http://www.bicincittabip.com/frmLeStazioni.aspx?ID=235,Bicincitta
Italy,Verona,477,Comune di Verona,,,Europe/Rome,Clear Channel,Verona Bike,Dock-based,https://bikeverona.it/,Urban Sharing
Latvia,Jurmala,23,,,,Europe/Riga,,SiXT Latvia,,http://www.sixtbicycle.lv/,nextbike
Latvia,Riga,105,,,,Europe/Riga,SIA Nextbike LV,SiXT Latvia,,http://www.nextbike.lv/en/,nextbike
Lithuania,Vilnius,289,,,,Europe/Vilnius,,Cyclocity,, http://www.cyclocity.lt/,
Luxembourg,Esch-sur-Alzette,337,,2009-05-18,,Europe/Luxembourg,CIGL Esch-sur-Alzette,Vël‘OK,Dock-based,https://velok.lu/,
Luxembourg,Luxembourg City,660,Ville de Luxembourg,2008-03-21,,Europe/Luxembourg,JCDecaux,Vel'oH!,,http://www.en.veloh.lu/,Cyclocity
Malta,Malta,0,,,,Europe/Malta,,nextbike Malta,,http://www.nextbike.com.mt/,nextbike
Monaco,Monaco,100,Monaco Government,,,Europe/Paris,Compagnie des Autobus de Monaco,Monabike,Dock-based,https://monabike.mc/,PBSC
Montenegro,Budva,8,,2021-06-19,,Europe/Podgorica,Nextbike,Nextbike,Dock-based,https://www.nextbike.me/en/budva/,Nextbike
Netherlands,Almelo,20,,,,Europe/Amsterdam,Bondi,Bondi,Dock-based,https://www.bondi.city/en-gb,Joyride
Netherlands,Amsterdam,12,,,,Europe/Amsterdam,Bondi,Bondi,Dock-based,https://www.bondi.city/en-gb,Joyride
Netherlands,Delft,46,,,,Europe/Amsterdam,Bondi,Bondi,Dock-based,https://www.bondi.city/en-gb,Joyride
Netherlands,Den Bosch,76,,,,Europe/Amsterdam,Bondi,Bondi,Dock-based,https://www.bondi.city/en-gb,Joyride
Netherlands,Dordrecht,50,,,2021-11-30,Europe/Amsterdam,Donkey Republic,Arriva Nextbike,Hub-based,https://www.donkey.bike/cities/bike-rental-dordrecht/,Donkey Republic
Netherlands,Enschede and Hengelo,49,,,,Europe/Amsterdam,Bondi,Bondi,Dock-based,https://www.bondi.city/en-gb,Joyride
Netherlands,Maastricht,0,,,,Europe/Amsterdam,,Arriva Nextbike,Hybrid,http://www.nextbike.nl/,nextbike
Netherlands,Netherlands,7931,NS,,,Europe/Amsterdam,NS,OV-fiets,Dock-based,https://www.ns.nl/en/door-to-door/ov-fiets,NS
Netherlands,Rotterdam,673,,,,Europe/Amsterdam,Donkey Republic,Donkey Republic,Dock-based,https://www.donkey.bike/cities/bike-rental-rotterdam/,Donkey Republic
Netherlands,Rotterdam,137,,,,Europe/Amsterdam,BAQME,BAQME,Dock-based,https://www.baqme.com/en/,Joyride
Netherlands,The Hague,118,,2019-05-15,,Europe/Amsterdam,HTM,HTM Fiets,Dock-based,https://www.htm.nl/ons-vervoer/htm-fiets,
Netherlands,The Hague,257,,,,Europe/Amsterdam,Donkey Republic,Donkey Republic,Dock-based,https://www.donkey.bike/cities/bike-rental-the-hague/,Donkey Republic
Netherlands,The Hague,64,,,,Europe/Amsterdam,BAQME,BAQME,Dock-based,https://www.baqme.com/en/,Joyride
Netherlands,The Hague,296,,,,Europe/Amsterdam,Bondi,Bondi,Dock-based,https://www.bondi.city/en-gb,Joyride
Norway,Bergen,300,,2018-05-01,,Europe/Oslo,Urban Sharing,Bergen City Bike,Physical and virtual stations,https://bergenbysykkel.no/,Urban Sharing
Norway,Drammen,103,,2001-04-28,2021-12-01,Europe/Oslo,,Bysykkel,,https://www.drammenbysykler.no/,
Norway,Lillestrøm,58,,,,Europe/Oslo,JCDecaux,Bysykkel,Dock-based,http://www.bysykkel.org/,Cyclocity
Norway,Oslo,2048,,,,Europe/Oslo,Urban Sharing,Oslo City Bike,Dock-based,https://oslobysykkel.no/en,Urban Sharing (bikes/stations by ShareBike)
Norway,Trondheim,300,,,,Europe/Oslo,Urban Sharing,Trondheim City Bike,Physical and virtual stations,https://trondheimbysykkel.no/,Urban Sharing
Poland,Bemowo,0,,2012-04-01,2015-01-01,Europe/Warsaw,,Bemowo Bike,,https://nextbike.pl/en/miasta/bemowo-bike/,nextbike
Poland,Białystok,511,,,,Europe/Warsaw,,BIKeR Białystok Poland,,http://www.bikerbialystok.pl/,nextbike
Poland,Bielsko-Biała,79,,,,Europe/Warsaw,Bike U,BBbike,Dock-based,https://bbbike.eu/,Homeport
Poland,Bydgoszcz,79,,,,Europe/Warsaw,Bike U,BRA,Dock-based,https://www.bra.org.pl/?lang=2,Homeport
Poland,Ciechanów,200,,,,Europe/Warsaw,Nextbike Polska S.A.,Ciechanowski Rower Miejski,Dock-based,https://ciechanowskirower.pl/en/,nextbike
Poland,Częstochowa,0,,2017-04-12,,Europe/Warsaw,Nextbike Polska S.A.,Częstochowski Rower Miejski,Dock-based,https://rower.czestochowa.pl/,nextbike
Poland,Gliwice,0,,2021-05-29,,Europe/Warsaw,ROOVEE,GRM by ROOVEE,,https://gliwickirowermiejski.pl/,ROOVEE
Poland,Gniezno,178,,,,Europe/Warsaw,ROOVEE,Gnieźnieński Rower Miejski,Dock-based,https://rowergniezno.eu/,ROOVEE
Poland,Grodzisk Mazowiecki,30,,,,Europe/Warsaw,,GRM Grodzisk Poland,,http://www.rowery.grodzisk.pl/,nextbike
Poland,Jastrzębie-Zdrój,100,,,,Europe/Warsaw,ROOVEE,JASkółka,Hub-based,https://rower.jastrzebie.pl/,ROOVEE
Poland,Kalisz,0,,,,Europe/Warsaw,,Kaliski Rower Miejski Poland,,https://kaliskirowermiejski.pl/en/,nextbike
Poland,"Katowice, Sosnowiec, Chorzów, Tychy",607,PKM Katowice,2017-01-01,,Europe/Warsaw,Nextbike Polska S.A.,City by Bike,Dock-based,https://citybybike.pl/en/,nextbike
Poland,Kędzierzyn-Koźle,0,,,,Europe/Warsaw,Nextbike Polska S.A.,OK bike!,Dock-based,https://okbike.pl/en/,nextbike
Poland,Koluszki,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Konin,360,,2018-09-01,,Europe/Warsaw,Nextbike Polska S.A.,Koniński Rower Miejski,Dock-based,https://koninskirower.pl/en/,nextbike
Poland,Konstancin Jeziorna,34,,,,Europe/Warsaw,,KRM Konstanciński Poland,,http://www.konstancinskirower.pl/,nextbike
Poland,Koszalin,200,,,,Europe/Warsaw,Nextbike Polska S.A.,Koszaliński Rower Miejski,Dock-based,https://koszalinskirowermiejski.pl/en/,nextbike
Poland,Kołobrzeg,0,,,,Europe/Warsaw,,Kołobrzeski Rower Miejski Poland,,http://www.kolobrzeskirower.pl/en/,nextbike
Poland,Kraków,997,,2016-10-13,2019-12-31,Europe/Warsaw,Bike U,Wavelo,Hybrid,https://wavelo.pl/,SoBi
Poland,Kutno,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Legnica,0,,,2021-06-30,Europe/Warsaw,Nextbike Polska S.A.,Legnicki Rower Miejski,Dock-based,https://rower.legnica.eu/,nextbike
Poland,Lublin,394,,,,Europe/Warsaw,,LRM Lublin Poland,,http://www.lubelskirower.pl/,nextbike
Poland,Luboń,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Nowy Dwór Mazowiecki,18,,2019-08-02,,Europe/Warsaw,ROOVEE,NDMka,Dock-based,http://www.rowery.nowydwormaz.pl/en/,ROOVEE
Poland,Oleśnica,51,,2020-07-08,,Europe/Warsaw,ROOVEE,OLbike,Dock-based,https://olbike.pl/en/,ROOVEE
Poland,Olesno,7,,2020-05-20,,Europe/Warsaw,Nextbike Polska SA,Oleksi City Bike,Dock-based,https://oleskirower.pl/en/,Nextbike
Poland,Opole,84,,,,Europe/Warsaw,,Opole Bike Poland,,http://www.opolebike.pl/,nextbike
Poland,Ostrów Wielkopolski,0,,,,Europe/Warsaw,Nextbike Polska S.A.,Ostrowski Rower Miejski,Dock-based,https://ostrowskirowermiejski.pl/,nextbike
Poland,Ostrołęka,38,,2019-05-02,,Europe/Warsaw,ROOVEE,OSTRO.BIKE by ROOVEE,Dock-based,https://ostro.bike/,ROOVEE
Poland,Otwock,54,,,,Europe/Berlin,Nextbike Polska S.A.,Otwocki Rower Miejski,Hybrid,https://otwockirower.pl/en/,Nextbike
Poland,Pabianice,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Pielgrzymka,0,,,2021-07-09,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Piotrków Trybunalski,70,,,,Europe/Warsaw,Nextbike Polska S.A.,Piotrkowski Rower Miejski,Hybrid,https://piotrkowskirower.pl/en/,Nextbike
Poland,Pobiedziska,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Poznan,964,,,,Europe/Warsaw,,PRM Poland,,http://www.poznanskirower.pl/,nextbike
Poland,Pszczyna,0,,,,Europe/Warsaw,Nextbike Polska S.A.,Pszczyński Rower Miejski,Dock-based,https://pszczynskirower.pl/en/,nextbike
Poland,Płock,200,,,,Europe/Warsaw,Nextbike Polska S.A.,Płocki Rower Miejski,Dock-based,https://plockirowermiejski.pl/en/,nextbike
Poland,Radom,0,,,2019-11-04,Europe/Warsaw,,Radomski Rower Miejski Poland,,https://radomskirowermiejski.pl/,nextbike
Poland,Sieradz,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Skierniewice,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Sokołów Podlaski,36,,2021-09-01,,Europe/Warsaw,Nextbike Polska S.A.,Powlatowy System Rowerowy,Dock-based,https://powiatowyrower.pl/en/,nextbike
Poland,Sopot,36,,,2019-02-28,Europe/Warsaw,,Rower Trójmiejski,,http://www.nextbike.de/en/,nextbike
Poland,Stalowa Wola,80,,2016-07-01,,Europe/Warsaw,ROOVEE,SWMR by ROOVEE,,https://www.stalowawola.bike/,ROOVEE
Poland,Szamotuły,0,,,2021-12-01,Europe/Warsaw,,Rower Miejski Szamotuły Poland (RMS),,https://szamotuly.bike/en/,nextbike
Poland,Szczecin,0,,2014-08-22,2020-12-08,Europe/Warsaw,Nextbike,Bike_S,Dock-based,https://bikes-srm.pl/en/,Homeport/Nextbike
Poland,Tarnów,0,,,2021-11-29,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Torun,190,Urząd Miasta Torunia,2019-07-30,,Europe/Warsaw,Bike U,torvelo,Dock-based,https://www.torvelo.pl/?lang=2,Homeport
Poland,Tychowo,20,,,2020-11-30,Europe/Berlin,Nextbike Polska S.A.,Tychowski Rower Miejski,Hybrid,https://tychowskirower.pl/en/,Nextbike
Poland,Warsaw,4872,,,,Europe/Warsaw,Nextbike Polska S.A.,Veturilo,Extendable dock-based,https://www.veturilo.waw.pl/en/,nextbike
Poland,Wrocław,1562,,,,Europe/Warsaw,,WRM nextbike Poland,,http://www.wroclawskirower.pl/,nextbike
Poland,Włocławek,161,,2020-06-07,,Europe/Warsaw,ROOVEE,Włower,Dock-based,https://wlower.bike/,ROOVEE
Poland,Zabrze,100,,2020-09-16,,Europe/Warsaw,ROOVEE,ZRM by ROOVEE,Dockless hubs,https://zabrzanskirowermiejski.pl/,ROOVEE
Poland,Żarki and Myszków,32,,,2020-10-01,Europe/Warsaw,Nextbike,Jurajskie Rowery,Dock-based,https://jurajskierowery.pl/en/,Nextbike
Poland,Zduńska Wola,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Zgierz,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Zielona Góra,360,,,2021-11-30,Europe/Warsaw,Nextbike Polska S.A.,Zielonogórski Rower Miejski,Dock-based,https://zielonogorskirowermiejski.pl/en/,nextbike
Poland,Żyrardów,0,,,,Europe/Warsaw,,Żyrardowski Rower Miejski,Dock-based,https://zyrardowskirower.pl/en/,Nextbike
Poland,Łask,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Poland,Łódź,120,,,,Europe/Warsaw,,Rowerowe Łódzkie,,https://rowerowelodzkie.pl/,nextbike
Poland,Łódź,150,,,,Europe/Warsaw,Homeport Polska Sp. z o.o.,Łódzki Rower Publiczny,Dock-based,https://lodzkirowerpubliczny.pl/,Homeport/Freebike
Poland,Łowicz,0,,,,Europe/Warsaw,,nextbike,Dock-based,,Nextbike
Portugal,Almeirim,21,Almeirim City Council,2020-06-01,,Europe/Lisbon,Almeirim City Council,ALGIRA,Dock-based,https://algira.almeirim.pt/,Bewegen
Portugal,Figueria da Foz,31,Municipality of Figueira da Foz,2020-01-20,,Europe/Lisbon,Municipality of Figueira da Foz,Figas,Dock-based,https://figas.cm-figfoz.pt/,Bewegen
Portugal,Lisbon,867,,,,Europe/Lisbon,EMEL,Gira,Dock-based,https://www.gira-bicicletasdelisboa.pt/,
Portugal,Torres Vedras,1,,,,Europe/Lisbon,,Agostinhas,,,
Romania,Bucharest,100,,2015-07-01,,Europe/Bucharest,,I'Velo Urban,Dock-based,https://ivelo.ro/en/urban/,GreenRevolution
Romania,Cluj,400,Cluj Napoca City Hall,2015-07-01,,Europe/Bucharest,,ClujBike,Dock-based,http://clujbike.eu/,
Romania,Saturn,4,,,2021-08-24,Europe/Bucharest,Nextbike,Nextbike,Dock-based,https://nextbike.ro/,Nextbike
Romania,Timisoara,200,Timisoara City Hall,2015-07-01,,Europe/Bucharest,,VeloTM,Dock-based,http://www.velotm.ro/,
Russia,Kazan,60,City of Kazan,,,Europe/Moscow,JCDecaux,Veli'k,Dock-based,http://www.veli-k.ru/en/,Cyclocity
Russia,Moscow,3419,Moscow City Government,2014-06-15,,Europe/Moscow,Velobike,Velobike,Dock-based,https://velobike.ru/en/,Smoove
Russia,Murmansk,79,,2020-07-13,,Europe/Moscow,Velobike,Velobike,Dock-based,https://murmansk.velobike.ru/en/,Smoove
Russia,Nizhny Novgorod,200,,2020-08-18,,Europe/Moscow,Velobike,Velobike,Dock-based,https://nnovgorod.velobike.ru/en/,Smoove
Slovakia,Bratislava,200,,2018-09-07,,Europe/Bratislava,"Slovnaft Mobility Services, sro",Slovnaft BAjk,Dock-based,https://slovnaftbajk.sk/en,
Slovakia,Nitra,0,,,,Europe/Bratislava,,Arriva Slovakia,,http://arriva.bike/en/,nextbike
Slovakia,Trnava,188,City of Trnava,,,Europe/Bratislava,City of Trnava,Aboria Bike,Dock-based,https://www.arboriabike.sk/,Freebike
Slovakia,Žilina,0,,2019-03-29,,Europe/Bratislava,,nextbike,Dock-based,https://bikekia.sk/en/,Nextbike
Slovenia,"Celje, Laško and Žalec",100,,2018-09-13,,Europe/Ljubljana,Nomago d.o.o.,NomagoBikes KolesCE,Hybrid,https://bikes.nomago.si/celje/,nextbike
Slovenia,Ljubljana,542,,,,Europe/Ljubljana,,Bicikelj,,,
Slovenia,Ljubljana,4,,,,Europe/Ljubljana,Nextbike,Nomago Bikes,Dock-based,https://bikes.nomago.si/,Nextbike
Slovenia,Nova Gorica,0,,2020-12-01,,Europe/Ljubljana,Nomago,Go2Go,Dock-based,https://bikes.nomago.si/go2go_en/,Nextbike
Slovenia,Portorož,5,,,,Europe/Ljubljana,Nomago doo,Nomago,Dock-based,https://bikes.nomago.si/portoroz/,nextbike
Slovenia,Slovenske Konjice and Zreče,100,,2018-09-13,,Europe/Ljubljana,Nomago d.o.o.,NomagoBikes,Hybrid,https://bikes.nomago.si/celje/,nextbike
Slovenia,Upper Canola,200,Mestna občina Kranj,2017-04-08,,Europe/Ljubljana,Kranj,Gorenjska.bike,Dock-based,https://www.krskolesom.si/,JSON/Kranj
Slovenia,Zagorje ob Savi,24,,,,Europe/Ljubljana,Nomago,Nomago Bikes,Dock-based,,nextbike
Spain,A Coruña,160,Ayuntamiento de A Coruña,,,Europe/Madrid,Ayuntamiento de A Coruña,bicicoruña,Dock-based,https://bicicoruna.es/,
Spain,Albacete,100,,,,Europe/Madrid,LaBici,AlbaBici,Dock-based,https://albabici.es/dashboard,Integrated Mobility Systems
Spain,Altea,0,Ayuntamiento de Altea,,,Europe/Madrid,LaBici,Bicialtea,Dock-based,https://bicialtea.labici.net/,Integrated Mobility Systems
Spain,Badajoz,90,Ayuntamiento de Badajoz,,,Europe/Madrid,ICTL Bicicard,BiBa,Dock-based,https://bicibadajoz.aytobadajoz.es/,ICTL Bicicard
Spain,Barcelona,4668,Barcelona de Serveis Municipals,,,Europe/Madrid,PBSC,Bicing,Dock-based,https://bicing.barcelona/,PBSC
Spain,Barcelona,0,,,,Europe/Madrid,Donkey Republic,Donkey Republic,Dock-based,https://www.donkey.bike/cities/bike-rental-barcelona/,
Spain,Benidorm,57,,,2020-04-23,Europe/Madrid,LaBici,Bicidorm,Dock-based,https://bicidorm.labici.net/,Integrated Mobility Systems
Spain,Bilbao,0,,2018-11-02,,Europe/Madrid,Nextbike,Bilbaobizi,Dock-based,https://www.bilbaobizi.bilbao.eus/en/bilbao/,Nextbike
Spain,Burgos,105,Burgos City Council,,,Europe/Madrid,Burgos City Council,Bicibur,Dock-based,https://bicibur.es/,ICTL
Spain,Castellón,300,,,,Europe/Madrid,,bicicas,, http://bicicas.es/,
Spain,Gandia,-1,,,,Europe/Madrid,Impursa,SaforBici,Dock-based,https://www.safor-bici.com/en/,Integrated Mobility Systems
Spain,Girona,200,Ajuntament de Girona,,,Europe/Madrid,Ajuntament de Girona,Girocleta,Dock-based, http://www.girocleta.cat/,
Spain,Ibiza,56,,,,Europe/Madrid,Sagalés,Ibizi,Hybrid,https://www.nextbike.es/en/ibiza/,Nextbike
Spain,Leon,35,,,,Europe/Madrid,,Te Presta La Bici,,http://www.bicileon.com/,
Spain,Logrõno,159,Logroño City Council,,,Europe/Madrid,Impursa,BiciLog,Dock-based,https://www.bicilog.net/,
Spain,Madrid,1407,Ayuntamiento de Madrid,2014-06-23,,Europe/Madrid,EMT de Madrid,BiciMAD,Dock-based,https://www.bicimad.com/,Booster-Bikes
Spain,Murcia,104,,,,Europe/Madrid,UTE,MuyBici,Dock-based,https://muybici.org/,LaBici
Spain,Palma,217,,,,Europe/Madrid,,Bicipalma,,,
Spain,Pamplona,323,Ayuntamiento de Pamplona,,,Europe/Madrid,Ride On,Ride On Pamplona,Dock-based,https://rideonpamplona.com/,Ride On
Spain,Rivas Vaciamadrid,61,Rivas Vaciamadrid City Council,,,Europe/Madrid,Rivas Vaciamadrid City Council,BICINRIVAS,Dock-based,https://bicinrivas.rivasciudad.es/,ICTL/Impursa
Spain,San Sebastián,371,Ayuntamiento de Donostia / San Sebastián,,,Europe/Spain,UTE DBIZISS,Dbizi,Dock-based,https://www.dbizi.eus/,PBSC
Spain,Santander,176,,,,Europe/Madrid,,Tusbic,,,
Spain,Saragossa,1108,Zaragoza Ayuntamiento,,,Europe/Madrid,Clear Channel,BIZI,Dock-based, http://www.bizizaragoza.com,Clear Channel
Spain,Seville,2366,,,,Europe/Madrid,,Sevici,, http://www.sevici.es/,
Spain,Torrent and Mislata,300,,,,Europe/Madrid,Movus Mbisi,TorrentBici,Dock-based,https://www.mibisivalencia.es/,
Spain,Tres Cantos,4,,,,Europe/Madrid,,3CBike,,,
Spain,Valencia,2179,Municipal Transport Company of Valencia,2010-06-01,,Europe/Madrid,JCDecaux,Valenbisi,Dock-based,http://www.valenbisi.es/,Cyclocity
Spain,Valladolid,174,,,,Europe/Madrid,,Vallabici,,,
Sweden,Gothenburg,1124,,,,Europe/Stockholm,,Styr & Ställ,,https://styrochstall.se/en/,Nextbike
Sweden,Lund,197,,,,Europe/Stockholm,,Lundahoj,,http://lundahoj.se/en/,CycleCity
Sweden,Malmö,0,,2016-05-14,,Europe/Stockholm,Clear Channel,Malmo by Bike,Dock-based,https://www.malmobybike.se/,Smartbike
Sweden,Stockholm,74,,,2019-11-01,Europe/Stockholm,Clear Channel,City Bikes,Dock-based,http://www.citybikes.se/home,Smartbike
Switzerland,Bern,1366,Stadt Bern,2018-06-28,,Europe/Zurich,PubliBike AG,Velo Bern,Dock-based,https://www.publibike.ch/en/publibike,PubliBike
Switzerland,Fribourg,113,,2018-07-03,,Europe/Zurich,PubliBike AG,PubliBike Fribourg,Dock-based,https://www.publibike.ch/en/publibike,PubliBike
Switzerland,Geneva,501,,2020-08-18,,Europe/Zurich,Genèveroule,VéloPartage,Dock-based,https://tfl.gov.uk/modes/cycling/santander-cycles)https://www.donkey.bike/cities/bike-rental-geneva/,Donkey Republic
Switzerland,Lausanne,73,,2017-08-21,,Europe/Zurich,PubliBike AG,PubliBike Lausanne-Morges,Dock-based,https://www.publibike.ch/en/publibike,PubliBike
Switzerland,Lucerne & Stans,276,,,,Europe/Zurich,,nextbike Switzerland,,https://www.nextbike.ch/,nextbike
